Starting rpc server at 0.0.0.0:9001...
{"@timestamp":"2026-05-03T19:15:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 56m, MEMORY: Alloc=8.6Mi, TotalAlloc=165.3Mi, Sys=21.6Mi, NumGC=36","level":"stat"}
{"@timestamp":"2026-05-03T19:15:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 56, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:16:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 32m, MEMORY: Alloc=6.7Mi, TotalAlloc=168.6Mi, Sys=21.6Mi, NumGC=37","level":"stat"}
{"@timestamp":"2026-05-03T19:16:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 32, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:17:00.557+08:00","caller":"stat/usage.go:82","content":"CPU: 26m, MEMORY: Alloc=9.8Mi, TotalAlloc=171.6Mi, Sys=21.6Mi, NumGC=37","level":"stat"}
{"@timestamp":"2026-05-03T19:17:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 26, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:18:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 15m, MEMORY: Alloc=8.0Mi, TotalAlloc=175.0Mi, Sys=21.6Mi, NumGC=38","level":"stat"}
{"@timestamp":"2026-05-03T19:18:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 15, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:19:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 27m, MEMORY: Alloc=5.9Mi, TotalAlloc=178.4Mi, Sys=21.6Mi, NumGC=39","level":"stat"}
{"@timestamp":"2026-05-03T19:19:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 27, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:20:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 15m, MEMORY: Alloc=8.9Mi, TotalAlloc=181.4Mi, Sys=21.6Mi, NumGC=39","level":"stat"}
{"@timestamp":"2026-05-03T19:20:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 15, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:21:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 24m, MEMORY: Alloc=7.1Mi, TotalAlloc=184.8Mi, Sys=21.6Mi, NumGC=40","level":"stat"}
{"@timestamp":"2026-05-03T19:21:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 24, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:22:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 15m, MEMORY: Alloc=10.2Mi, TotalAlloc=187.9Mi, Sys=21.6Mi, NumGC=40","level":"stat"}
{"@timestamp":"2026-05-03T19:22:00.566+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 15, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:23:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 18m, MEMORY: Alloc=8.3Mi, TotalAlloc=191.1Mi, Sys=21.6Mi, NumGC=41","level":"stat"}
{"@timestamp":"2026-05-03T19:23:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 18, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:24:00.557+08:00","caller":"stat/usage.go:82","content":"CPU: 19m, MEMORY: Alloc=6.4Mi, TotalAlloc=194.5Mi, Sys=21.6Mi, NumGC=42","level":"stat"}
{"@timestamp":"2026-05-03T19:24:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 19, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:25:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 20m, MEMORY: Alloc=9.4Mi, TotalAlloc=197.6Mi, Sys=21.6Mi, NumGC=42","level":"stat"}
{"@timestamp":"2026-05-03T19:25:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 20, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:26:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 19m, MEMORY: Alloc=7.5Mi, TotalAlloc=200.9Mi, Sys=21.6Mi, NumGC=43","level":"stat"}
{"@timestamp":"2026-05-03T19:26:00.991+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 19, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:27:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 13m, MEMORY: Alloc=5.8Mi, TotalAlloc=204.4Mi, Sys=21.6Mi, NumGC=44","level":"stat"}
{"@timestamp":"2026-05-03T19:27:00.991+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 13, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:28:00.980+08:00","caller":"stat/usage.go:82","content":"CPU: 17m, MEMORY: Alloc=8.7Mi, TotalAlloc=207.3Mi, Sys=21.6Mi, NumGC=44","level":"stat"}
{"@timestamp":"2026-05-03T19:28:00.992+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 17, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:29:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 127m, MEMORY: Alloc=6.7Mi, TotalAlloc=210.6Mi, Sys=21.6Mi, NumGC=45","level":"stat"}
{"@timestamp":"2026-05-03T19:29:00.991+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 127, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:30:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 57m, MEMORY: Alloc=9.8Mi, TotalAlloc=213.7Mi, Sys=21.6Mi, NumGC=45","level":"stat"}
{"@timestamp":"2026-05-03T19:30:00.991+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 57, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:31:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 51m, MEMORY: Alloc=7.9Mi, TotalAlloc=217.0Mi, Sys=21.6Mi, NumGC=46","level":"stat"}
{"@timestamp":"2026-05-03T19:31:00.991+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 51, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:32:00.980+08:00","caller":"stat/usage.go:82","content":"CPU: 33m, MEMORY: Alloc=6.0Mi, TotalAlloc=220.4Mi, Sys=21.6Mi, NumGC=47","level":"stat"}
{"@timestamp":"2026-05-03T19:32:00.992+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 33, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:33:00.980+08:00","caller":"stat/usage.go:82","content":"CPU: 30m, MEMORY: Alloc=9.0Mi, TotalAlloc=223.4Mi, Sys=21.6Mi, NumGC=47","level":"stat"}
{"@timestamp":"2026-05-03T19:33:00.992+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 30, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:34:00.981+08:00","caller":"stat/usage.go:82","content":"CPU: 31m, MEMORY: Alloc=7.2Mi, TotalAlloc=226.8Mi, Sys=21.6Mi, NumGC=48","level":"stat"}
